job_title,category,job_details
IT Technical Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Pendidikan minimal D3/S1 Teknik Informatika/Management Informatika/IT dengan IPK minimal 3.00
Minimal memiliki pengalaman selama 1 tahun (Fresh Graduate silahkan melamar)
Mampu bekerjasama dengan tim, komunikatif, bekerja keras dan bertanggung jawab
Memiliki interpersonal skill yang baik
Menyukai hal-hal terkait perangkat komputer dan setting jaringan komputer
Menguasai Mikrotik, Ncomputing, Instalasi Server, Setup Jaringan, Virtiualisasi Server
Memiliki kemampuan konfigurasi, maintenance, dan troubleshoot/access point
Memiliki kemampuan maintenance dan troubleshoot hardware dan software perangkat komputer
Bersedia ditempatkan di Head Office Arista Group, Jakarta Timur
Bersedia melakukan perjalanan dinas"
IT On site,Administrasi Jaringan & Sistem (Teknologi Informasi & Komunikasi),"1、计算机科学与技术、网络工程等相关专业，本科以上学历；
2、三年以上网络建设和运维管理相关岗位经验，熟悉大型企业网络架构，精通路由交换相关技术，熟悉TCP/IP及常见网络协议，需执有HCNP、CCNP同等或更高级别证书；
3、有工业网络建设和运维经验者优先；
4、有信息安全管理经验者优先
5、具备数据库操作，软件开发能力；
6、熟悉工厂制造执行系统（MES）、WMS、MOM、SAP系统等；
7、具备相应工作经验两年以上；
8、熟悉制造业供应链、生产业务优先
1. Lulusan ilmu  komputer, dan teknik jaringan atau jurusan terkait lainnya, sarjana atau lebih tinggi; (Bisa berbahasa mandarin lebih diutamakan）
2. Fasih berbahasa inggris
3. Lebih dari tiga tahun pengalaman dalam konstruksi jaringan dan posisi terkait operasi dan pemeliharaan, memahami arsitektur jaringan perusahaan besar, mahir dalam teknologi terkait routing dan switching, memahami tentang TCP/IP dan protokol jaringan umum, diharuskan memiliki sertifikat HCNP, setara CCNP atau tingkat yang lebih tinggi;
4. Pelamar  memiliki pengalaman dalam pembangunan dan pengoperasian serta pemeliharaan jaringan industri diprioritaskan;
5. Pelamar dengan pengalaman manajemen keamanan informasi lebih diutamakan
6. Memiliki kemampuan pengoperasian database dan pengembangan perangkat lunak;
7. Familiar dengan sistem eksekusi manufaktur pabrik (MES), WMS, MOM, sistem SAP, dll.;
8. Memiliki pengalaman kerja yang relevan lebih dari dua tahun;
9. Memahami proses supply chain manufaktur dan bisnis prosess di  produksi lebih diutamakan"
Production Engineering (IT Programmer),Teknik – Perangkat Lunak (Teknologi Informasi & Komunikasi),"PT YKK ZIPCO INDONESIA
has been operating since 1989 in Indonesia. Today, we are entering a period of transition and stepping up to a new level of raising our awareness. Since our customers have been expanding their material procurement to the world scale to seek the best choice, we are also urged to develop our business to offer suitable service to customers on a global level, without any boundaries.
Then from that, we are looking for the best person to fill the new candidate as
a production engineer (IT programmer).
General Responsibilities:
Create a web-based program (back end & view).
Maintenance of existing systems
Make a report on the system update.
Requirements:
The candidate must possess at least a diploma or bachelor's degree in informatics technique, information systems or computer engineering.
Required language(s): English, Bahasa Indonesia
Able to operate Microsoft Office (Word, Excel, PowerPoint)
Understand the CI3/Laravel framework
Able to use PHP, JavaScript and SQL
Create the use case and schedule work
Fresh graduate/At least 1 year(s) of working experience in the related field is required for this position.
Ready to be placed in Cibitung
Full-time position(s) available"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Job Description :
Install, configure, and maintain hardware and software.
Troubleshoot network issues (LAN/WAN, Wi-Fi) and IT equipment (PCs, printers, routers).
Coordinate with external vendors for service and hardware/software updates.
Perform data backups and ensure system security.
Support new IT project implementation based on company needs.
Prepare technical documentation and reports as required.
Requirements
:
Minimum Bachelor's degree (S1) in IT, Information Systems, or related fields.
Minimum 2 year of experience in a similar role.
Strong troubleshooting skills in hardware, networking, and Windows OS.
Basic understanding of cloud services (Google Workspace / Microsoft 365).
Preferred: Experience with ERP, CRM, or inventory systems.
Communicative, proactive, and able to work in a team.
Plus point: Skilled in frontend (React) and backend (Laravel) development"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Persyaratan :
Bisa instalasi dan maintenance jaringan, cctv, windows
Bisa maintenance printer, sparepart CPU
Paham kelistrikan
Kemampuan dalam mengoperasikan dan mengelola server
Memiliki kemampuan untuk membandingkan spesifikasi sparepart (hardware)
Jobdesk :
memberikan dukungan teknis kepada pengguna dalam hal perangkat keras (hardware), perangkat lunak (software), dan jaringan, serta memastikan sistem komputer berfungsi dengan baik"
STAFF PROGRAMMER,Developer/Programmer (Teknologi Informasi & Komunikasi),"Kesempatan
Bergabunglah dengan tim programmer kami di PT Lucky Indah Keramik, pemimpin industri keramik terkemuka di Indonesia. Sebagai Staff Programmer, Anda akan memainkan peran kunci dalam mengembangkan solusi teknologi inovatif yang mendukung pertumbuhan bisnis kami.
Tanggung Jawab :
Membuat aplikasi / program yang dibutuhkan perusahaan.
Maintenance aplikasi / program yang sedang berjalan
Kualifikasi :
Usia maksimal 27 tahun.
Pendidikan minimal S1 Sistem Informasi / Teknik Informatika.
Menguasai desktop programming (minimal Visual Basic). Nilai tambah apabila menguasai Power Builder.
Menguasai SQL dengan baik.
Fresh graduated are welcome.
Tentang Kami
PT Lucky Indah Keramik adalah pemimpin industri keramik di Indonesia, memproduksi produk keramik berkualitas tinggi untuk pasar domestik dan internasional selama lebih dari 30 tahun. Kami dikenal karena komitmen kami terhadap inovasi, kualitas, dan layanan pelanggan yang unggul. Sebagai bagian dari tim kami, Anda akan berkesempatan untuk berkontribusi pada pertumbuhan dan kesuksesan perusahaan kami di tengah lanskap industri yang dinamis.
Tertarik untuk bergabung dengan kami? Lamar sekarang dan jadilah bagian dari perjalanan kami!"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Job Description
Troubleshoot and resolve hardware, software, network, and connectivity issues.
Install, configure, and maintain desktops, laptops, printers, and mobile devices.
Manage user accounts, permissions, and access rights in Active Directory and other systems.
Monitor IT systems and perform routine maintenance tasks.
Assist with onboarding and offboarding of employees, including setup of equipment and accounts. - Escalate unresolved issues to senior technicians or system administrators as needed.
Document support requests, resolutions, and technical procedures.
Ensure adherence to IT policies, procedures, and security standards.
Job Requirement
Berpengalaman minimal 1 tahun sebagai IT support
Detail and SOP oriented"
IT Staff,Developer/Programmer (Teknologi Informasi & Komunikasi),"Responsibility:
System support related to MFG area
Production IT PC control and monitoring
Local system & DX development and maintenance (Mobile)
Production File Server maintenance and monitoring
Requirement:
Candidate must possess at least a Bachelor's in Information Technology/Computer Science (Min. GPA 3.00)
Preferable have 1 year working experience in Manufacturing Industry
Have knowledge of .Net, PHP, and Mobile programming language, thermal/barcode printer and scanner, PLC operation, and I/O interface
Know managing network systems and hardware troubleshooting
Able to work under pressure and tight deadline
Proficient in Microsoft Office (Ms. Excel preferred)
Required language(s): English
This position will be employed as
Outsourcing
Willing to work in MM2100 Industrial Town, Cibitung, Bekasi"
IT SUPPORT,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Deskripsi Pekerjaan :
Menginstal, mengonfigurasi, dan memelihara perangkat keras, perangkat lunak, jaringan, dan sistem IT lainnya.
Memberikan dukungan teknis kepada pengguna (troubleshooting) untuk mengatasi permasalahan perangkat keras dan perangkat lunak.
Mengelola akun pengguna dan memastikan keamanan akses ke sistem IT perusahaan.
Melakukan pemeliharaan berkala terhadap perangkat keras dan jaringan untuk memastikan kelancaran operasional.
Mengembangkan dan memperbarui dokumentasi terkait sistem dan prosedur IT.
Mendukung implementasi proyek IT baru sesuai dengan kebutuhan perusahaan.
Berkoordinasi dengan vendor eksternal terkait perbaikan atau pembaruan perangkat keras dan perangkat lunak.
Menangani backup data secara rutin dan memastikan sistem keamanan data perusahaan.
Kualifikasi:
Pendidikan minimal D3/S1 di bidang Teknologi Informasi, Sistem Informasi, Teknik Informatika, atau jurusan terkait.
Pengalaman minimal 1-2 tahun di bidang IT Support atau posisi serupa (fresh graduate dipersilakan melamar).
Memahami instalasi, konfigurasi, dan troubleshooting perangkat keras dan perangkat lunak.
Menguasai dasar-dasar jaringan (LAN, WAN, IP Address, dll.).
Memiliki pengetahuan tentang sistem operasi (Windows, MacOS, Linux, Miktotik) dan aplikasi perkantoran (Microsoft Office, Email Outlook dll.).
Memiliki kemampuan komunikasi dan analisis yang baik untuk menangani permasalahan teknis.
Mampu bekerja secara individu maupun dalam tim.
Bersedia untuk bekerja di bawah tekanan dan menangani banyak tugas secara bersamaan.
Memiliki sertifikasi di bidang IT (seperti CompTIA, CCNA, atau sejenisnya) akan menjadi nilai tambah."
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Job Desc:
Mengatasi masalah teknis yang terjadi
Melakukan pengecekan terhadap permasalahan aplikasi
Melakukan pembelajaran dan sosialisasi ke Pengguna terhadap aplikasi
Melakukan control dan pemeliharaan atas fungsi dan tujuan atas aplikasi yang di implementasikan
Troubleshooting Hardware, Software maupun Jaringan
Kualifikasi:
Pendidikan minimal S1 jurusan komputer / sistem informatika/ teknik
Pengalaman di bidang yang sama minimal 2 tahun
Memiliki keterampilan komunikasi dan pemecahan masalah yang baik
Dapat mengoperasikan Microsoft Office
Penempatan Head Office Jakarta"
D3 for Data Analyst - Production Staff (CODE : PROD DA),Pengembangan & Administrasi Database (Teknologi Informasi & Komunikasi),"About the role
We are seeking a talented Data Analyst to join our dynamic Production team at PT Panasonic Gobel Energy Indonesia (PECGI) in Cibitung District, Bekasi, West Java. As a fulltime employee, you will play a crucial role in driving data-driven decision making and optimising our production processes.
What you'll be doing
Collect, analyse and interpret data from various production systems to identify trends, patterns and opportunities for improvement
Develop and maintain reporting dashboards to provide real-time visibility into production performance
Collaborate with cross-functional teams to implement data-driven solutions that enhance efficiency and productivity
Assist in the design and development of database structures to support the organisation's data management needs
Provide data-driven recommendations to management to drive strategic decision making
Stay up-to-date with the latest data analysis tools and techniques to continuously improve processes
What we're looking for
D3 qualification in a relevant field such as Information Technology, Computer Science or Data Analytics
Proficient in data analysis tools and techniques, including SQL, Excel, and data visualisation software
Strong problem-solving and critical thinking skills with the ability to interpret data and draw meaningful insights
Excellent communication and presentation skills to effectively convey data-driven insights to stakeholders
Familiarity with production processes and an understanding of manufacturing operations
Attention to detail and a keen interest in continuous improvement
What we offer
At PT Panasonic Gobel Energy Indonesia (PECGI), we are committed to providing a rewarding and fulfilling work environment. You will have the opportunity to contribute to the growth and success of our organisation, while benefiting from:
- Competitive remuneration package
- Comprehensive health and welfare benefits
- Opportunities for professional development and career advancement
- Collaborative and supportive team environment
If you are ready to embark on an exciting data-driven journey with us, we encourage you to apply now."
